interaction_id,user_id,product_id,interaction_type,interaction_date,rating,session_duration
54,1624,762,view,2024-02-24 10:25:45.743084,,304.0
55,372,712,view,2024-02-24 10:25:45.743084,,6.0
56,3791,751,view,2024-02-25 10:25:45.743084,,29.0
57,940,166,purchase,2024-02-25 10:25:45.743084,1.0,
58,1588,893,purchase,2024-02-26 10:25:45.743084,5.0,
59,860,707,view,2024-02-26 10:25:45.743084,,4.0
60,1624,217,view,2024-02-26 10:25:45.743084,,20.0
61,3113,396,review,2024-02-26 10:25:45.743084,3.0,
62,4900,393,add_to_cart,2024-02-26 10:25:45.743084,,
63,195,556,add_to_cart,2024-02-29 10:25:45.743084,,
64,223,895,review,2024-02-29 10:25:45.743084,5.0,
65,1866,883,view,2024-02-29 10:25:45.743084,,53.0
66,4486,773,view,2024-03-01 10:25:45.743084,,55.0
67,2596,85,view,2024-03-01 10:25:45.743084,,18.0
68,3973,376,view,2024-03-02 10:25:45.743084,,16.0
69,3849,542,view,2024-03-02 10:25:45.743084,,99.0
70,1508,124,add_to_cart,2024-03-05 10:25:45.743084,,
71,4044,688,add_to_cart,2024-03-05 10:25:45.743084,,
72,2736,48,view,2024-03-05 10:25:45.743084,,30.0
73,4363,492,purchase,2024-03-06 10:25:45.743084,4.0,
74,3621,795,view,2024-03-07 10:25:45.743084,,173.0
75,3748,533,view,2024-03-08 10:25:45.743084,,1.0
76,1696,86,view,2024-03-08 10:25:45.743084,,95.0
77,2799,546,view,2024-03-08 10:25:45.743084,,17.0
78,3279,403,view,2024-03-08 10:25:45.743084,,44.0
79,4204,849,view,2024-03-08 10:25:45.743084,,203.0
80,4548,235,view,2024-03-10 10:25:45.743084,,0.0
81,2623,750,view,2024-03-10 10:25:45.743084,,72.0
82,4160,876,add_to_cart,2024-03-11 10:25:45.743084,,
83,4853,273,review,2024-03-12 10:25:45.743084,3.0,
84,1558,385,add_to_cart,2024-03-12 10:25:45.743084,,
85,2618,464,view,2024-03-12 10:25:45.743084,,57.0
86,1357,508,purchase,2024-03-13 10:25:45.743084,3.0,
87,2076,464,add_to_cart,2024-03-13 10:25:45.743084,,
88,1736,306,view,2024-03-14 10:25:45.743084,,154.0
89,4976,880,purchase,2024-03-15 10:25:45.743084,5.0,
90,4853,750,view,2024-03-15 10:25:45.743084,,4.0
91,3707,979,view,2024-03-15 10:25:45.743084,,29.0
92,2335,426,view,2024-03-16 10:25:45.743084,,75.0
93,1669,634,view,2024-03-16 10:25:45.743084,,3.0
94,193,270,view,2024-03-17 10:25:45.743084,,3.0
95,1224,990,view,2024-03-17 10:25:45.743084,,3.0
96,1789,110,add_to_cart,2024-03-17 10:25:45.743084,,
97,3798,556,view,2024-03-17 10:25:45.743084,,113.0
98,3516,517,view,2024-03-18 10:25:45.743084,,0.0
99,3466,707,view,2024-03-18 10:25:45.743084,,60.0
100,3086,654,add_to_cart,2024-03-19 10:25:45.743084,,
101,2144,107,purchase,2024-03-19 10:25:45.743084,5.0,
102,3591,893,add_to_cart,2024-03-19 10:25:45.743084,,
103,2627,445,review,2024-03-19 10:25:45.743084,5.0,
104,379,379,view,2024-03-20 10:25:45.743084,,22.0
105,3010,919,view,2024-03-20 10:25:45.743084,,1.0
106,657,918,view,2024-03-20 10:25:45.743084,,21.0
107,400,48,view,2024-03-20 10:25:45.743084,,55.0
108,3038,845,add_to_cart,2024-03-20 10:25:45.743084,,
109,1645,199,view,2024-03-21 10:25:45.743084,,9.0
110,4420,870,view,2024-03-21 10:25:45.743084,,26.0
111,4820,117,view,2024-03-21 10:25:45.743084,,3.0
112,4790,445,view,2024-03-21 10:25:45.743084,,53.0
113,1812,876,review,2024-03-22 10:25:45.743084,5.0,
114,70,166,view,2024-03-22 10:25:45.743084,,19.0
115,2357,403,view,2024-03-22 10:25:45.743084,,5.0
116,3589,270,purchase,2024-03-22 10:25:45.743084,4.0,
117,1696,712,view,2024-03-22 10:25:45.743084,,59.0
118,1119,949,view,2024-03-23 10:25:45.743084,,10.0
119,1802,421,view,2024-03-23 10:25:45.743084,,35.0
120,2333,711,add_to_cart,2024-03-23 10:25:45.743084,,
121,1756,845,view,2024-03-23 10:25:45.743084,,54.0
122,2442,21,view,2024-03-24 10:25:45.743084,,1.0
123,2474,188,view,2024-03-25 10:25:45.743084,,113.0
124,399,85,add_to_cart,2024-03-25 10:25:45.743084,,
125,1249,379,view,2024-03-25 10:25:45.743084,,28.0
126,4448,764,view,2024-03-25 10:25:45.743084,,32.0
127,42,385,view,2024-03-26 10:25:45.743084,,52.0
128,399,830,purchase,2024-03-26 10:25:45.743084,5.0,
129,1328,227,view,2024-03-26 10:25:45.743084,,13.0
130,2776,156,view,2024-03-26 10:25:45.743084,,7.0
131,1057,269,view,2024-03-27 10:25:45.743084,,4.0
132,4331,262,view,2024-03-28 10:25:45.743084,,53.0
133,1360,979,add_to_cart,2024-03-28 10:25:45.743084,,
134,900,508,view,2024-03-28 10:25:45.743084,,115.0
135,257,901,view,2024-03-28 10:25:45.743084,,73.0
136,1327,276,view,2024-03-28 10:25:45.743084,,6.0
137,2697,368,view,2024-03-29 10:25:45.743084,,1.0
138,2310,57,add_to_cart,2024-03-29 10:25:45.743084,,
139,4086,124,view,2024-03-29 10:25:45.743084,,57.0
140,2054,804,add_to_cart,2024-03-29 10:25:45.743084,,
141,2078,634,add_to_cart,2024-03-29 10:25:45.743084,,
142,3113,830,purchase,2024-03-29 10:25:45.743084,3.0,
143,1729,804,purchase,2024-03-30 10:25:45.743084,4.0,
144,1096,377,view,2024-03-30 10:25:45.743084,,83.0
145,4472,827,view,2024-03-30 10:25:45.743084,,57.0
146,68,870,add_to_cart,2024-03-30 10:25:45.743084,,
147,1514,505,view,2024-03-31 10:25:45.743084,,48.0
148,972,753,view,2024-03-31 10:25:45.743084,,130.0
149,4853,990,add_to_cart,2024-04-01 10:25:45.743084,,
150,1327,4,view,2024-04-01 10:25:45.743084,,7.0
151,4636,112,view,2024-04-01 10:25:45.743084,,19.0
152,2440,196,purchase,2024-04-02 10:25:45.743084,4.0,
153,1545,262,view,2024-04-02 10:25:45.743084,,20.0
154,2434,43,view,2024-04-02 10:25:45.743084,,75.0
155,2333,870,purchase,2024-04-02 10:25:45.743084,5.0,
156,4060,616,review,2024-04-02 10:25:45.743084,3.0,
157,1976,354,add_to_cart,2024-04-02 10:25:45.743084,,
158,3365,195,purchase,2024-04-02 10:25:45.743084,5.0,
159,3708,71,view,2024-04-02 10:25:45.743084,,45.0
160,3701,103,add_to_cart,2024-04-02 10:25:45.743084,,
161,3776,38,add_to_cart,2024-04-03 10:25:45.743084,,
162,2114,645,view,2024-04-03 10:25:45.743084,,32.0
163,4638,937,view,2024-04-03 10:25:45.743084,,37.0
164,1560,880,add_to_cart,2024-04-04 10:25:45.743084,,
165,1121,485,purchase,2024-04-04 10:25:45.743084,3.0,
166,4912,376,view,2024-04-04 10:25:45.743084,,98.0
167,1088,228,add_to_cart,2024-04-04 10:25:45.743084,,
168,1570,847,add_to_cart,2024-04-04 10:25:45.743084,,
169,4352,128,view,2024-04-05 10:25:45.743084,,54.0
170,287,351,view,2024-04-05 10:25:45.743084,,100.0
171,3584,113,view,2024-04-05 10:25:45.743084,,16.0
172,323,114,add_to_cart,2024-04-06 10:25:45.743084,,
173,1639,358,review,2024-04-06 10:25:45.743084,3.0,
174,3925,403,view,2024-04-06 10:25:45.743084,,35.0
175,2739,537,add_to_cart,2024-04-06 10:25:45.743084,,
176,3499,990,view,2024-04-07 10:25:45.743084,,158.0
177,912,286,view,2024-04-07 10:25:45.743084,,44.0
178,2294,827,view,2024-04-08 10:25:45.743084,,1.0
179,1687,133,view,2024-04-08 10:25:45.743084,,30.0
180,134,263,view,2024-04-09 10:25:45.743084,,313.0
181,379,124,purchase,2024-04-10 10:25:45.743084,5.0,
182,2799,567,purchase,2024-04-10 10:25:45.743084,4.0,
183,3608,819,view,2024-04-11 10:25:45.743084,,14.0
184,1673,987,view,2024-04-11 10:25:45.743084,,90.0
185,618,838,add_to_cart,2024-04-11 10:25:45.743084,,
186,2390,221,add_to_cart,2024-04-11 10:25:45.743084,,
187,4738,362,view,2024-04-11 10:25:45.743084,,20.0
188,2006,195,view,2024-04-12 10:25:45.743084,,52.0
189,4369,588,view,2024-04-12 10:25:45.743084,,93.0
190,4638,434,view,2024-04-12 10:25:45.743084,,6.0
191,4316,235,view,2024-04-12 10:25:45.743084,,79.0
192,442,124,view,2024-04-13 10:25:45.743084,,37.0
193,907,907,view,2024-04-13 10:25:45.743084,,36.0
194,4049,884,add_to_cart,2024-04-13 10:25:45.743084,,
195,256,227,view,2024-04-14 10:25:45.743084,,108.0
196,3325,937,view,2024-04-14 10:25:45.743084,,1.0
197,1608,393,view,2024-04-14 10:25:45.743084,,70.0
198,2401,903,view,2024-04-15 10:25:45.743084,,82.0
199,4296,568,view,2024-04-15 10:25:45.743084,,5.0
200,3903,927,add_to_cart,2024-04-15 10:25:45.743084,,
201,2202,382,view,2024-04-15 10:25:45.743084,,164.0
202,1621,432,view,2024-04-16 10:25:45.743084,,7.0
203,4782,598,view,2024-04-16 10:25:45.743084,,37.0
204,272,379,view,2024-04-16 10:25:45.743084,,11.0
205,4735,884,view,2024-04-16 10:25:45.743084,,44.0
206,2474,393,add_to_cart,2024-04-17 10:25:45.743084,,
207,1997,17,add_to_cart,2024-04-17 10:25:45.743084,,
208,3645,339,view,2024-04-17 10:25:45.743084,,85.0
209,4189,322,view,2024-04-17 10:25:45.743084,,12.0
210,436,895,add_to_cart,2024-04-17 10:25:45.743084,,
211,3895,901,view,2024-04-18 10:25:45.743084,,234.0
212,1270,61,view,2024-04-18 10:25:45.743084,,73.0
213,3365,795,add_to_cart,2024-04-18 10:25:45.743084,,
214,4074,700,view,2024-04-18 10:25:45.743084,,46.0
215,3698,212,view,2024-04-19 10:25:45.743084,,4.0
216,3106,646,view,2024-04-19 10:25:45.743084,,81.0
217,2220,680,view,2024-04-19 10:25:45.743084,,24.0
218,3681,949,view,2024-04-19 10:25:45.743084,,54.0
219,1965,405,view,2024-04-19 10:25:45.743084,,24.0
220,1355,144,view,2024-04-20 10:25:45.743084,,216.0
221,1514,653,purchase,2024-04-20 10:25:45.743084,5.0,
222,4581,616,view,2024-04-20 10:25:45.743084,,21.0
223,2229,680,add_to_cart,2024-04-20 10:25:45.743084,,
224,2571,965,view,2024-04-20 10:25:45.743084,,105.0
225,248,326,view,2024-04-20 10:25:45.743084,,7.0
226,2750,819,view,2024-04-20 10:25:45.743084,,17.0
227,4127,188,view,2024-04-21 10:25:45.743084,,62.0
228,323,937,view,2024-04-21 10:25:45.743084,,16.0
229,2441,61,view,2024-04-21 10:25:45.743084,,30.0
230,929,235,view,2024-04-21 10:25:45.743084,,72.0
231,1721,990,view,2024-04-21 10:25:45.743084,,2.0
232,1557,114,add_to_cart,2024-04-22 10:25:45.743084,,
233,3188,927,add_to_cart,2024-04-22 10:25:45.743084,,
234,4038,975,purchase,2024-04-23 10:25:45.743084,3.0,
235,272,593,purchase,2024-04-23 10:25:45.743084,5.0,
236,4965,379,purchase,2024-04-23 10:25:45.743084,4.0,
237,4862,519,view,2024-04-23 10:25:45.743084,,48.0
238,4533,26,view,2024-04-23 10:25:45.743084,,375.0
239,2361,654,purchase,2024-04-23 10:25:45.743084,4.0,
240,473,62,view,2024-04-24 10:25:45.743084,,206.0
241,4422,368,view,2024-04-24 10:25:45.743084,,71.0
242,2047,158,view,2024-04-24 10:25:45.743084,,37.0
243,1045,85,purchase,2024-04-24 10:25:45.743084,4.0,
244,49,158,view,2024-04-25 10:25:45.743084,,9.0
245,2297,25,view,2024-04-25 10:25:45.743084,,38.0
246,4189,726,view,2024-04-25 10:25:45.743084,,22.0
247,4080,350,view,2024-04-25 10:25:45.743084,,31.0
248,3097,884,add_to_cart,2024-04-25 10:25:45.743084,,
249,2410,403,view,2024-04-25 10:25:45.743084,,3.0
250,2357,673,view,2024-04-25 10:25:45.743084,,307.0
251,1994,957,add_to_cart,2024-04-26 10:25:45.743084,,
252,697,382,review,2024-04-26 10:25:45.743084,1.0,
253,1249,71,view,2024-04-26 10:25:45.743084,,57.0
254,3662,544,view,2024-04-26 10:25:45.743084,,16.0
255,1624,362,view,2024-04-26 10:25:45.743084,,103.0
256,1997,783,view,2024-04-27 10:25:45.743084,,30.0
257,3279,689,purchase,2024-04-27 10:25:45.743084,5.0,
258,3279,987,view,2024-04-27 10:25:45.743084,,84.0
259,264,235,view,2024-04-27 10:25:45.743084,,91.0
260,1820,262,view,2024-04-27 10:25:45.743084,,18.0
261,4010,144,view,2024-04-27 10:25:45.743084,,7.0
262,448,870,view,2024-04-27 10:25:45.743084,,19.0
263,2361,50,add_to_cart,2024-04-27 10:25:45.743084,,
264,4116,426,add_to_cart,2024-04-27 10:25:45.743084,,
265,223,653,view,2024-04-28 10:25:45.743084,,114.0
266,1487,217,view,2024-04-28 10:25:45.743084,,130.0
267,2289,519,view,2024-04-28 10:25:45.743084,,43.0
268,2976,163,add_to_cart,2024-04-29 10:25:45.743084,,
269,445,263,view,2024-04-29 10:25:45.743084,,94.0
270,4063,149,add_to_cart,2024-04-30 10:25:45.743084,,
271,1327,339,purchase,2024-04-30 10:25:45.743084,3.0,
272,4689,25,view,2024-05-01 10:25:45.743084,,4.0
273,3835,505,view,2024-05-01 10:25:45.743084,,8.0
274,618,229,view,2024-05-01 10:25:45.743084,,54.0
275,966,124,view,2024-05-01 10:25:45.743084,,18.0
276,3756,57,view,2024-05-01 10:25:45.743084,,76.0
277,3897,17,view,2024-05-02 10:25:45.743084,,18.0
278,1334,71,view,2024-05-02 10:25:45.743084,,13.0
279,575,70,view,2024-05-02 10:25:45.743084,,19.0
280,4835,654,view,2024-05-03 10:25:45.743084,,24.0
281,966,542,purchase,2024-05-03 10:25:45.743084,5.0,
282,2604,57,purchase,2024-05-03 10:25:45.743084,4.0,
283,1624,480,view,2024-05-03 10:25:45.743084,,75.0
284,3662,132,view,2024-05-04 10:25:45.743084,,51.0
285,44,304,purchase,2024-05-04 10:25:45.743084,3.0,
286,3847,396,view,2024-05-04 10:25:45.743084,,126.0
287,3870,847,view,2024-05-04 10:25:45.743084,,39.0
288,4890,773,view,2024-05-04 10:25:45.743084,,19.0
289,68,765,view,2024-05-05 10:25:45.743084,,46.0
290,3294,517,view,2024-05-05 10:25:45.743084,,3.0
291,42,7,view,2024-05-05 10:25:45.743084,,138.0
292,436,165,view,2024-05-05 10:25:45.743084,,43.0
293,135,661,add_to_cart,2024-05-06 10:25:45.743084,,
294,3847,263,add_to_cart,2024-05-06 10:25:45.743084,,
295,4432,996,view,2024-05-06 10:25:45.743084,,55.0
296,2984,426,view,2024-05-07 10:25:45.743084,,0.0
297,4752,849,view,2024-05-07 10:25:45.743084,,53.0
298,2689,463,add_to_cart,2024-05-07 10:25:45.743084,,
299,3470,533,purchase,2024-05-07 10:25:45.743084,5.0,
300,2750,438,view,2024-05-08 10:25:45.743084,,32.0
301,2289,63,view,2024-05-08 10:25:45.743084,,23.0
302,2984,38,view,2024-05-08 10:25:45.743084,,51.0
303,2215,4,add_to_cart,2024-05-09 10:25:45.743084,,
304,4141,907,view,2024-05-10 10:25:45.743084,,149.0
305,3835,124,add_to_cart,2024-05-10 10:25:45.743084,,
306,2845,117,view,2024-05-10 10:25:45.743084,,9.0
307,663,186,view,2024-05-10 10:25:45.743084,,38.0
308,750,846,purchase,2024-05-10 10:25:45.743084,5.0,
309,371,751,view,2024-05-11 10:25:45.743084,,98.0
310,4189,901,add_to_cart,2024-05-11 10:25:45.743084,,
311,1508,699,add_to_cart,2024-05-11 10:25:45.743084,,
312,1509,801,add_to_cart,2024-05-11 10:25:45.743084,,
313,966,314,view,2024-05-11 10:25:45.743084,,32.0
314,1736,638,view,2024-05-11 10:25:45.743084,,51.0
315,399,313,view,2024-05-11 10:25:45.743084,,50.0
316,4868,124,view,2024-05-12 10:25:45.743084,,15.0
317,3257,109,view,2024-05-12 10:25:45.743084,,113.0
318,2427,849,purchase,2024-05-12 10:25:45.743084,1.0,
319,1340,662,view,2024-05-13 10:25:45.743084,,10.0
320,3591,132,view,2024-05-13 10:25:45.743084,,64.0
321,4684,38,view,2024-05-13 10:25:45.743084,,117.0
322,3164,764,view,2024-05-13 10:25:45.743084,,62.0
323,232,996,view,2024-05-14 10:25:45.743084,,129.0
324,1441,979,view,2024-05-14 10:25:45.743084,,70.0
325,379,795,add_to_cart,2024-05-14 10:25:45.743084,,
326,2,876,view,2024-05-14 10:25:45.743084,,10.0
327,400,110,view,2024-05-14 10:25:45.743084,,97.0
328,4490,804,view,2024-05-14 10:25:45.743084,,20.0
329,3243,242,view,2024-05-14 10:25:45.743084,,9.0
330,1678,556,view,2024-05-15 10:25:45.743084,,80.0
331,1912,522,review,2024-05-15 10:25:45.743084,5.0,
332,3421,176,view,2024-05-15 10:25:45.743084,,27.0
333,1643,287,view,2024-05-15 10:25:45.743084,,11.0
334,3701,70,view,2024-05-15 10:25:45.743084,,31.0
335,2107,919,view,2024-05-15 10:25:45.743084,,134.0
336,1046,117,purchase,2024-05-15 10:25:45.743084,4.0,
337,1445,234,view,2024-05-15 10:25:45.743084,,86.0
338,4449,413,view,2024-05-15 10:25:45.743084,,44.0
339,584,588,view,2024-05-16 10:25:45.743084,,75.0
340,3012,354,view,2024-05-16 10:25:45.743084,,52.0
341,4154,542,view,2024-05-16 10:25:45.743084,,32.0
342,1802,849,purchase,2024-05-16 10:25:45.743084,5.0,
343,3865,559,view,2024-05-16 10:25:45.743084,,71.0
344,2571,901,view,2024-05-16 10:25:45.743084,,60.0
345,4364,133,add_to_cart,2024-05-17 10:25:45.743084,,
346,2630,186,view,2024-05-17 10:25:45.743084,,8.0
347,3584,113,view,2024-05-17 10:25:45.743084,,115.0
348,1340,864,view,2024-05-17 10:25:45.743084,,11.0
349,1310,927,view,2024-05-17 10:25:45.743084,,20.0
350,742,163,add_to_cart,2024-05-17 10:25:45.743084,,
351,575,527,view,2024-05-18 10:25:45.743084,,25.0
352,4596,228,view,2024-05-18 10:25:45.743084,,1.0
353,4063,849,view,2024-05-18 10:25:45.743084,,22.0
354,372,304,purchase,2024-05-19 10:25:45.743084,1.0,
355,88,381,view,2024-05-19 10:25:45.743084,,54.0
356,3099,735,view,2024-05-19 10:25:45.743084,,63.0
357,1119,508,view,2024-05-19 10:25:45.743084,,42.0
358,4562,47,view,2024-05-19 10:25:45.743084,,18.0
359,714,628,view,2024-05-19 10:25:45.743084,,14.0
360,1057,23,purchase,2024-05-19 10:25:45.743084,5.0,
361,1678,139,view,2024-05-20 10:25:45.743084,,2.0
362,1588,134,view,2024-05-20 10:25:45.743084,,20.0
363,1866,706,view,2024-05-20 10:25:45.743084,,135.0
364,490,273,view,2024-05-20 10:25:45.743084,,103.0
365,1961,306,view,2024-05-20 10:25:45.743084,,87.0
366,423,76,view,2024-05-20 10:25:45.743084,,50.0
367,1240,816,review,2024-05-20 10:25:45.743084,2.0,
368,3530,221,view,2024-05-21 10:25:45.743084,,19.0
369,4935,628,view,2024-05-21 10:25:45.743084,,28.0
370,3330,607,view,2024-05-21 10:25:45.743084,,32.0
371,2253,112,add_to_cart,2024-05-21 10:25:45.743084,,
372,3883,773,view,2024-05-21 10:25:45.743084,,69.0
373,3198,463,add_to_cart,2024-05-21 10:25:45.743084,,
374,68,166,view,2024-05-22 10:25:45.743084,,14.0
375,947,107,purchase,2024-05-22 10:25:45.743084,4.0,
376,4466,50,view,2024-05-22 10:25:45.743084,,61.0
377,975,304,view,2024-05-22 10:25:45.743084,,37.0
378,4318,326,view,2024-05-22 10:25:45.743084,,22.0
379,2202,304,add_to_cart,2024-05-22 10:25:45.743084,,
380,2584,114,view,2024-05-23 10:25:45.743084,,77.0
381,2584,165,purchase,2024-05-23 10:25:45.743084,4.0,
382,1723,195,view,2024-05-23 10:25:45.743084,,29.0
383,3042,661,purchase,2024-05-23 10:25:45.743084,5.0,
384,4568,864,view,2024-05-23 10:25:45.743084,,216.0
385,272,464,add_to_cart,2024-05-23 10:25:45.743084,,
386,1952,667,review,2024-05-24 10:25:45.743084,5.0,
387,4356,128,view,2024-05-24 10:25:45.743084,,39.0
388,4332,212,add_to_cart,2024-05-24 10:25:45.743084,,
389,402,517,view,2024-05-24 10:25:45.743084,,167.0
390,161,738,view,2024-05-24 10:25:45.743084,,12.0
391,3055,699,review,2024-05-24 10:25:45.743084,4.0,
392,4283,620,add_to_cart,2024-05-24 10:25:45.743084,,
393,3294,508,view,2024-05-24 10:25:45.743084,,23.0
394,317,396,view,2024-05-25 10:25:45.743084,,46.0
395,344,142,view,2024-05-25 10:25:45.743084,,10.0
396,2758,113,view,2024-05-25 10:25:45.743084,,40.0
397,4543,979,view,2024-05-25 10:25:45.743084,,25.0
398,1000,709,view,2024-05-25 10:25:45.743084,,15.0
399,3220,663,view,2024-05-25 10:25:45.743084,,7.0
400,248,110,add_to_cart,2024-05-26 10:25:45.743084,,
401,4560,921,view,2024-05-26 10:25:45.743084,,47.0
402,2803,559,view,2024-05-26 10:25:45.743084,,0.0
403,4934,172,view,2024-05-26 10:25:45.743084,,78.0
404,2813,580,view,2024-05-26 10:25:45.743084,,15.0
405,4263,662,view,2024-05-27 10:25:45.743084,,197.0
406,3018,353,purchase,2024-05-27 10:25:45.743084,5.0,
407,4466,803,add_to_cart,2024-05-27 10:25:45.743084,,
408,4922,184,purchase,2024-05-27 10:25:45.743084,5.0,
409,4104,396,view,2024-05-27 10:25:45.743084,,313.0
410,1557,764,view,2024-05-27 10:25:45.743084,,2.0
411,2597,645,view,2024-05-27 10:25:45.743084,,85.0
412,590,628,view,2024-05-27 10:25:45.743084,,7.0
413,2026,73,add_to_cart,2024-05-27 10:25:45.743084,,
414,4189,634,view,2024-05-27 10:25:45.743084,,247.0
415,4200,132,view,2024-05-28 10:25:45.743084,,40.0
416,1843,286,view,2024-05-28 10:25:45.743084,,103.0
417,4008,85,view,2024-05-28 10:25:45.743084,,96.0
418,3963,480,purchase,2024-05-28 10:25:45.743084,5.0,
419,3475,403,view,2024-05-28 10:25:45.743084,,156.0
420,3010,242,view,2024-05-28 10:25:45.743084,,7.0
421,339,833,view,2024-05-28 10:25:45.743084,,4.0
422,2790,110,view,2024-05-29 10:25:45.743084,,178.0
423,1784,707,purchase,2024-05-29 10:25:45.743084,5.0,
424,2853,358,add_to_cart,2024-05-29 10:25:45.743084,,
425,4531,134,add_to_cart,2024-05-29 10:25:45.743084,,
426,4684,738,view,2024-05-30 10:25:45.743084,,17.0
427,1391,82,view,2024-05-30 10:25:45.743084,,79.0
428,3781,73,view,2024-05-30 10:25:45.743084,,14.0
429,2018,549,view,2024-05-30 10:25:45.743084,,59.0
430,1856,801,view,2024-05-31 10:25:45.743084,,86.0
431,1828,921,view,2024-05-31 10:25:45.743084,,102.0
432,3650,880,view,2024-05-31 10:25:45.743084,,71.0
433,3655,830,view,2024-05-31 10:25:45.743084,,63.0
434,705,57,view,2024-05-31 10:25:45.743084,,63.0
435,1106,853,add_to_cart,2024-05-31 10:25:45.743084,,
436,4397,783,add_to_cart,2024-05-31 10:25:45.743084,,
437,23,505,view,2024-06-01 10:25:45.743084,,2.0
438,4910,418,purchase,2024-06-01 10:25:45.743084,4.0,
439,1729,884,view,2024-06-01 10:25:45.743084,,72.0
440,2202,712,view,2024-06-01 10:25:45.743084,,1.0
441,1224,292,purchase,2024-06-01 10:25:45.743084,2.0,
442,2107,269,view,2024-06-01 10:25:45.743084,,36.0
443,913,237,add_to_cart,2024-06-02 10:25:45.743084,,
444,1530,883,view,2024-06-02 10:25:45.743084,,67.0
445,3466,86,view,2024-06-02 10:25:45.743084,,3.0
446,4244,110,view,2024-06-02 10:25:45.743084,,62.0
447,2854,764,view,2024-06-03 10:25:45.743084,,34.0
448,317,413,view,2024-06-03 10:25:45.743084,,21.0
449,1940,673,view,2024-06-03 10:25:45.743084,,27.0
450,240,233,purchase,2024-06-03 10:25:45.743084,2.0,
451,2390,86,view,2024-06-03 10:25:45.743084,,33.0
452,438,824,add_to_cart,2024-06-03 10:25:45.743084,,
453,150,228,view,2024-06-04 10:25:45.743084,,43.0
454,2612,110,add_to_cart,2024-06-04 10:25:45.743084,,
455,3608,21,add_to_cart,2024-06-04 10:25:45.743084,,
456,821,98,view,2024-06-04 10:25:45.743084,,15.0
457,1994,362,view,2024-06-04 10:25:45.743084,,50.0
458,4860,143,view,2024-06-05 10:25:45.743084,,42.0
459,1912,73,view,2024-06-05 10:25:45.743084,,3.0
