product_id,name,category,subcategory,price,stock,initial_rating,added_date,description,price_range,popularity,conversion_rate,avg_rating
11,Apple Gaming Jeux Lite,3,17,-0.5111596874620167,91,4.6,2025-03-11 10:25:45.743084,Premium Apple Gaming Jeux Lite. Interface intuitive. Idéal pour jeux. Catégorie Gaming.,3,-0.6655910859432285,-0.3078392021640968,-0.4906837756872815
12,HP Composants RAM Max,2,24,-0.051001996558506145,11,4.5,2025-06-06 10:25:45.743084,Premium HP Composants RAM Max. Longue autonomie. Idéal pour ram. Catégorie Composants.,3,2.4405006484585043,-0.27482165245887075,0.33639090397324717
13,LG Gaming Manette Max,3,20,-0.25434422272909624,138,3.8,2025-01-24 10:25:45.743084,Innovant LG Gaming Manette Max. Connectivité avancée. Idéal pour manette. Catégorie Gaming.,3,0.11093184765720475,0.4729287379241853,-0.3987865890583342
14,Xiaomi Accessoires Clavier Max,0,10,-0.8141510572157817,154,4.7,2024-07-26 10:25:45.743084,Élégant Xiaomi Accessoires Clavier Max. Connectivité avancée. Idéal pour clavier. Catégorie Accessoires.,3,-0.7765229336004332,-0.8745124971049498,-1.8691415751214955
15,Xiaomi Smartphones Feature Phone Pro,7,15,-0.6282312148754885,22,3.9,2025-08-09 10:25:45.743084,Élégant Xiaomi Smartphones Feature Phone Pro. Haute performance. Idéal pour feature phone. Catégorie Smartphones.,3,0.2218636953144095,0.9265091945081932,0.49392893819429967
16,Sony Photo Objectif Pro,5,21,3.7029288105202047,416,3.7,2025-03-06 10:25:45.743084,Élégant Sony Photo Objectif Pro. Connectivité avancée. Idéal pour objectif. Catégorie Photo.,3,0.7765229336004332,-0.25570622894531914,0.8877740237469325
17,Lenovo Smart Home Éclairage Pro,6,36,-0.512487396759148,463,4.1,2024-03-06 10:25:45.743084,Premium Lenovo Smart Home Éclairage Pro. Longue autonomie. Idéal pour éclairage. Catégorie Smart Home.,3,1.331182171886457,1.2833936771780785,-0.36536943028417085
18,Dell Smartphones iPhone Lite,7,35,0.4285443041573126,219,3.6,2024-11-21 10:25:45.743084,Innovant Dell Smartphones iPhone Lite. Design moderne. Idéal pour iphone. Catégorie Smartphones.,3,-0.11093184765720475,0.04389877632830922,-2.604319068153076
19,Samsung Smartphones Android Standard,7,1,0.20568171076324854,347,3.9,2025-04-12 10:25:45.743084,Compact Samsung Smartphones Android Standard. Longue autonomie. Idéal pour android. Catégorie Smartphones.,3,-0.2218636953144095,2.26752967484352,0.42828809060219447
20,Xiaomi Ordinateurs Laptop Plus,4,18,-0.19363446173812607,236,4.1,2025-06-16 10:25:45.743084,Performant Xiaomi Ordinateurs Laptop Plus. Haute performance. Idéal pour laptop. Catégorie Ordinateurs.,3,-1.331182171886457,-0.7144763932705626,-0.03119784254254351
21,HP Photo Stabilisateur Max,5,29,1.419633686131269,252,4.8,2023-11-22 10:25:45.743084,Performant HP Photo Stabilisateur Max. Longue autonomie. Idéal pour stabilisateur. Catégorie Photo.,3,-0.7765229336004332,-2.090786886246293,-1.8691415751214955
22,LG Accessoires Housse Pro,0,16,-0.936067203285962,421,4.7,2024-07-27 10:25:45.743084,Polyvalent LG Accessoires Housse Pro. Haute performance. Idéal pour housse. Catégorie Accessoires.,2,-0.6655910859432285,0.8807925872240341,0.49392893819429967
23,Samsung Ordinateurs Workstation Plus,4,33,2.037880000062685,182,4.2,2024-04-19 10:25:45.743084,Élégant Samsung Ordinateurs Workstation Plus. Design moderne. Idéal pour workstation. Catégorie Ordinateurs.,3,-0.9983866289148428,-0.17737961552393608,0.5814500683171065
24,LG Wearables Smartwatch Lite,9,26,-0.6338765131846655,197,4.6,2025-06-22 10:25:45.743084,Révolutionnaire LG Wearables Smartwatch Lite. Interface intuitive. Idéal pour smartwatch. Catégorie Wearables.,3,1.1093184765720474,0.9600347065165763,0.2313655478258789
25,HP Accessoires Housse Pro,0,16,-0.8486613637557239,169,4.4,2024-01-03 10:25:45.743084,Élégant HP Accessoires Housse Pro. Longue autonomie. Idéal pour housse. Catégorie Accessoires.,3,-1.2202503242292522,-0.07925616574330217,-1.2564936642618445
26,HP Tablettes Android Tablet Lite,8,2,0.009940873698372585,122,4.0,2024-04-02 10:25:45.743084,Révolutionnaire HP Tablettes Android Tablet Lite. Connectivité avancée. Idéal pour android tablet. Catégorie Tablettes.,3,0.5546592382860237,-0.18897602322528367,1.8067458900364084
27,Samsung Tablettes Android Tablet Standard,8,2,0.16023553909655242,412,4.6,2024-09-27 10:25:45.743084,Innovant Samsung Tablettes Android Tablet Standard. Interface intuitive. Idéal pour android tablet. Catégorie Tablettes.,3,0.5546592382860237,-0.664428738980536,1.3472599568916703
28,HP Smartphones Android Lite,7,1,0.22668181506596813,33,4.5,2025-02-19 10:25:45.743084,Révolutionnaire HP Smartphones Android Lite. Interface intuitive. Idéal pour android. Catégorie Smartphones.,3,-0.7765229336004332,0.3417618920363934,1.1940979791767583
29,LG Accessoires Housse Max,0,16,-0.8314822243768101,380,4.4,2024-03-22 10:25:45.743084,Révolutionnaire LG Accessoires Housse Max. Interface intuitive. Idéal pour housse. Catégorie Accessoires.,3,0.2218636953144095,-0.07925616574330217,-0.03119784254254351
30,Sony Tablettes Windows Tablet Plus,8,32,-0.3235878098894148,312,4.4,2024-11-04 10:25:45.743084,Révolutionnaire Sony Tablettes Windows Tablet Plus. Design moderne. Idéal pour windows tablet. Catégorie Tablettes.,3,0.33279554297161423,-0.1172095755641135,-0.7663753355741241
31,Apple Accessoires Clavier Standard,0,10,-0.8447897229045469,2,4.5,2024-04-20 10:25:45.743084,Polyvalent Apple Accessoires Clavier Standard. Design moderne. Idéal pour clavier. Catégorie Accessoires.,3,0.11093184765720475,-0.039814386909910335,-0.4906837756872815
32,Asus Gaming Console Pro,3,11,-0.5970249788001634,5,4.1,2023-12-29 10:25:45.743084,Polyvalent Asus Gaming Console Pro. Haute performance. Idéal pour console. Catégorie Gaming.,3,0.6655910859432285,-0.222936931493516,0.27512611288728234
33,Dell Photo Stabilisateur Lite,5,29,3.5431476115180933,303,4.8,2024-08-10 10:25:45.743084,Compact Dell Photo Stabilisateur Lite. Interface intuitive. Idéal pour stabilisateur. Catégorie Photo.,3,-0.2218636953144095,-2.090786886246293,1.8067458900364084
34,Dell Smartphones iPhone Plus,7,35,-0.05233984104111188,101,3.7,2024-11-08 10:25:45.743084,Premium Dell Smartphones iPhone Plus. Design moderne. Idéal pour iphone. Catégorie Smartphones.,3,0.0,2.0931970123999277,-0.8480617236887447
35,Sony Accessoires Clavier Pro,0,10,-0.9536416148983732,191,4.8,2025-01-07 10:25:45.743084,Puissant Sony Accessoires Clavier Pro. Longue autonomie. Idéal pour clavier. Catégorie Accessoires.,1,-1.9967732578296855,1.9951348897754069,-0.33752179797236853
36,HP Gaming Console Pro,3,11,0.9093980437993139,375,4.0,2025-08-17 10:25:45.743084,Puissant HP Gaming Console Pro. Connectivité avancée. Idéal pour console. Catégorie Gaming.,3,0.0,-1.0447909115847378,-2.7881134414109714
37,HP Ordinateurs Laptop Lite,4,18,0.775035889966711,12,3.7,2024-11-03 10:25:45.743084,Premium HP Ordinateurs Laptop Lite. Haute performance. Idéal pour laptop. Catégorie Ordinateurs.,3,0.2218636953144095,0.9265091945081932,0.7564923285627221
38,Sony Ordinateurs Ultrabook Pro,4,31,1.736074447009411,35,4.4,2023-12-24 10:25:45.743084,Compact Sony Ordinateurs Ultrabook Pro. Interface intuitive. Idéal pour ultrabook. Catégorie Ordinateurs.,3,-0.2218636953144095,0.08837139429861349,-1.1339640820899148
39,Lenovo Accessoires Cable Max,0,5,-0.7963638067084108,462,4.1,2024-08-27 10:25:45.743084,Performant Lenovo Accessoires Cable Max. Design moderne. Idéal pour cable. Catégorie Accessoires.,3,-0.5546592382860237,0.23364861300160747,-1.4096556419767574
40,Acer Audio Enceinte Pro,1,14,-0.5525213793825758,69,4.7,2024-08-29 10:25:45.743084,Performant Acer Audio Enceinte Pro. Design moderne. Idéal pour enceinte. Catégorie Audio.,3,0.2218636953144095,0.9265091945081932,-0.03119784254254351
41,LG Smartphones Feature Phone Plus,7,15,-0.6879071869480816,288,4.1,2025-04-30 10:25:45.743084,Performant LG Smartphones Feature Phone Plus. Interface intuitive. Idéal pour feature phone. Catégorie Smartphones.,3,0.2218636953144095,1.4293918746339405,1.1175169903193014
42,Apple Gaming PC Gaming Pro,3,22,-0.31807426899140345,104,4.5,2025-08-20 10:25:45.743084,Compact Apple Gaming PC Gaming Pro. Longue autonomie. Idéal pour pc gaming. Catégorie Gaming.,3,0.2218636953144095,-0.07925616574330217,1.1940979791767583
43,Acer Audio Écouteurs Lite,1,37,-0.5240313730143592,203,4.0,2024-01-22 10:25:45.743084,Performant Acer Audio Écouteurs Lite. Longue autonomie. Idéal pour écouteurs. Catégorie Audio.,3,-0.33279554297161423,-0.4216443734884923,-0.03119784254254351
44,Acer Smart Home Alarme Plus,6,0,-0.510815091155891,312,3.8,2025-04-14 10:25:45.743084,Élégant Acer Smart Home Alarme Plus. Connectivité avancée. Idéal pour alarme. Catégorie Smart Home.,3,-0.11093184765720475,-0.4897726393153412,0.7039796504890379
45,Sony Smartphones Android Pro,7,1,-0.16526607759560094,54,4.1,2024-05-21 10:25:45.743084,Innovant Sony Smartphones Android Pro. Design moderne. Idéal pour android. Catégorie Smartphones.,3,-2.10770510548689,-2.090786886246293,1.8067458900364084
46,HP Gaming Jeux Plus,3,17,0.033971398457903555,106,4.4,2025-08-09 10:25:45.743084,Premium HP Gaming Jeux Plus. Design moderne. Idéal pour jeux. Catégorie Gaming.,3,-0.887454781257638,-0.845553583077775,-0.03119784254254351
47,Xiaomi Ordinateurs Workstation Pro,4,33,-0.020981577183672478,140,4.5,2024-05-10 10:25:45.743084,Premium Xiaomi Ordinateurs Workstation Pro. Longue autonomie. Idéal pour workstation. Catégorie Ordinateurs.,3,-0.6655910859432285,0.8807925872240341,-0.03119784254254351
48,Acer Audio Écouteurs Max,1,37,-0.4798014236045773,224,4.4,2024-02-09 10:25:45.743084,Performant Acer Audio Écouteurs Max. Connectivité avancée. Idéal pour écouteurs. Catégorie Audio.,3,0.887454781257638,1.5160957850004488,0.15259653071535104
49,Apple Accessoires Cable Pro,0,5,-0.9203272602443967,306,5.0,2025-07-10 10:25:45.743084,Révolutionnaire Apple Accessoires Cable Pro. Haute performance. Idéal pour cable. Catégorie Accessoires.,0,-0.6655910859432285,0.2864766925299688,-0.33752179797236853
50,Sony Accessoires Cable Plus,0,5,-0.9246043085145452,347,4.5,2024-04-24 10:25:45.743084,Compact Sony Accessoires Cable Plus. Interface intuitive. Idéal pour cable. Catégorie Accessoires.,2,-0.7765229336004332,0.3417618920363934,0.42828809060219447
51,Asus Gaming PC Gaming Pro,3,22,0.43658150623842085,308,4.9,2025-05-14 10:25:45.743084,Performant Asus Gaming PC Gaming Pro. Design moderne. Idéal pour pc gaming. Catégorie Gaming.,3,-0.2218636953144095,0.6331609644348404,0.8877740237469325
52,Lenovo Ordinateurs Ultrabook Lite,4,31,0.15056657215408384,35,3.7,2024-09-30 10:25:45.743084,Élégant Lenovo Ordinateurs Ultrabook Lite. Haute performance. Idéal pour ultrabook. Catégorie Ordinateurs.,3,-2.3295688008012996,1.5160957850004488,-0.9501697088320195
53,HP Accessoires Housse Max,0,16,-0.7805934581104225,132,3.6,2024-09-23 10:25:45.743084,Compact HP Accessoires Housse Max. Connectivité avancée. Idéal pour housse. Catégorie Accessoires.,3,0.443727390628819,1.2990148834902282,0.42828809060219447
54,Asus Smartphones Android Max,7,1,-0.7544345444012915,374,4.0,2024-09-08 10:25:45.743084,Innovant Asus Smartphones Android Max. Longue autonomie. Idéal pour android. Catégorie Smartphones.,3,-0.5546592382860237,0.8147574878135823,0.27512611288728234
55,Xiaomi Gaming Console Plus,3,11,-0.7583061852524686,24,3.7,2024-08-08 10:25:45.743084,Performant Xiaomi Gaming Console Plus. Longue autonomie. Idéal pour console. Catégorie Gaming.,3,-0.443727390628819,-0.9538347398750374,-2.4817894859811465
56,Apple Ordinateurs Desktop Lite,4,12,0.8145023022035788,336,4.3,2024-11-10 10:25:45.743084,Performant Apple Ordinateurs Desktop Lite. Longue autonomie. Idéal pour desktop. Catégorie Ordinateurs.,3,-0.7765229336004332,2.1661734757484084,-1.3440147943846523
57,Sony Gaming Console Plus,3,11,0.1215799416976274,36,4.3,2024-02-11 10:25:45.743084,Compact Sony Gaming Console Plus. Haute performance. Idéal pour console. Catégorie Gaming.,3,-0.33279554297161423,1.2474981392693083,0.8877740237469325
58,Dell Gaming Manette Pro,3,20,-0.4707709733469889,18,4.4,2025-05-05 10:25:45.743084,Performant Dell Gaming Manette Pro. Longue autonomie. Idéal pour manette. Catégorie Gaming.,3,-0.33279554297161423,1.2474981392693083,-0.8188880136478083
59,Xiaomi Gaming Manette Lite,3,20,0.13336716240422156,34,4.6,2025-06-20 10:25:45.743084,Révolutionnaire Xiaomi Gaming Manette Lite. Longue autonomie. Idéal pour manette. Catégorie Gaming.,3,-0.443727390628819,-0.3853586666894096,1.3472599568916703
60,Asus Smartphones Feature Phone Max,7,15,-0.2264116515619654,362,5.0,2024-10-30 10:25:45.743084,Polyvalent Asus Smartphones Feature Phone Max. Longue autonomie. Idéal pour feature phone. Catégorie Smartphones.,3,-0.6655910859432285,-0.3078392021640968,0.5814500683171065
61,Asus Audio Écouteurs Lite,1,37,-0.5169975542952051,417,4.8,2024-03-31 10:25:45.743084,Innovant Asus Audio Écouteurs Lite. Longue autonomie. Idéal pour écouteurs. Catégorie Audio.,3,1.8858414101724807,0.25099514657808414,0.8877740237469325
62,HP Ordinateurs Ultrabook Standard,4,31,-0.44130798917324093,309,3.7,2023-11-18 10:25:45.743084,Puissant HP Ordinateurs Ultrabook Standard. Haute performance. Idéal pour ultrabook. Catégorie Ordinateurs.,3,-1.6639777148580712,0.15063305945703953,-1.8691415751214955
63,Lenovo Gaming Console Standard,3,11,1.0122397708068889,429,4.0,2024-03-24 10:25:45.743084,Premium Lenovo Gaming Console Standard. Longue autonomie. Idéal pour console. Catégorie Gaming.,3,1.774909562515276,-1.2983656933208723,-0.7663753355741241
64,Sony Photo Appareil Photo Max,5,3,2.306867822550222,5,3.9,2025-04-18 10:25:45.743084,Révolutionnaire Sony Photo Appareil Photo Max. Haute performance. Idéal pour appareil photo. Catégorie Photo.,3,0.7765229336004332,0.6618340997051678,-0.9501697088320195
65,Xiaomi Accessoires Souris Max,0,28,-0.9321347513219393,466,3.8,2024-08-19 10:25:45.743084,Performant Xiaomi Accessoires Souris Max. Interface intuitive. Idéal pour souris. Catégorie Accessoires.,2,-0.5546592382860237,-0.9285691366223428,-0.9501697088320195
66,Acer Photo Stabilisateur Standard,5,29,-0.4447134114926009,384,4.3,2024-11-20 10:25:45.743084,Innovant Acer Photo Stabilisateur Standard. Design moderne. Idéal pour stabilisateur. Catégorie Photo.,3,-0.5546592382860237,-0.9285691366223428,0.33639090397324717
67,Lenovo Ordinateurs Desktop Pro,4,12,0.8986952879384684,198,4.3,2025-03-15 10:25:45.743084,Innovant Lenovo Ordinateurs Desktop Pro. Haute performance. Idéal pour desktop. Catégorie Ordinateurs.,3,0.11093184765720475,-0.552557511744006,1.3472599568916703
68,Asus Accessoires Housse Plus,0,16,-0.9161414286435168,33,3.8,2024-12-30 10:25:45.743084,Innovant Asus Accessoires Housse Plus. Haute performance. Idéal pour housse. Catégorie Accessoires.,0,0.5546592382860237,-0.664428738980536,1.0715683970048269
69,Xiaomi Smartphones Android Max,7,1,-0.3719934557146024,55,4.6,2024-10-18 10:25:45.743084,Innovant Xiaomi Smartphones Android Max. Connectivité avancée. Idéal pour android. Catégorie Smartphones.,3,-0.5546592382860237,-0.3474602618103677,1.1940979791767583
70,Dell Composants RAM Standard,2,24,-0.43636201866178964,255,4.6,2024-04-19 10:25:45.743084,Compact Dell Composants RAM Standard. Haute performance. Idéal pour ram. Catégorie Composants.,3,1.8858414101724807,-0.13930185889264546,-0.8188880136478083
71,Sony Gaming Jeux Lite,3,17,0.41732465383727835,210,3.5,2024-02-17 10:25:45.743084,Polyvalent Sony Gaming Jeux Lite. Haute performance. Idéal pour jeux. Catégorie Gaming.,3,-0.5546592382860237,-0.3474602618103677,0.8877740237469325
72,Apple Photo Objectif Standard,5,21,1.9693053351436693,96,4.1,2024-06-15 10:25:45.743084,Compact Apple Photo Objectif Standard. Haute performance. Idéal pour objectif. Catégorie Photo.,3,-0.33279554297161423,1.2474981392693083,0.5814500683171065
73,LG Smart Home Caméra Plus,6,6,-0.8852696536888431,281,4.8,2024-04-11 10:25:45.743084,Innovant LG Smart Home Caméra Plus. Longue autonomie. Idéal pour caméra. Catégorie Smart Home.,0,1.8858414101724807,1.8121831684610021,0.27512611288728234
74,Apple Tablettes Android Tablet Standard,8,2,-0.2591584358293818,488,4.3,2025-04-03 10:25:45.743084,Compact Apple Tablettes Android Tablet Standard. Design moderne. Idéal pour android tablet. Catégorie Tablettes.,3,-0.33279554297161423,-0.4216443734884923,-0.4906837756872815
75,Sony Wearables Smartwatch Standard,9,26,-0.30884111502432937,240,4.0,2024-06-18 10:25:45.743084,Compact Sony Wearables Smartwatch Standard. Longue autonomie. Idéal pour smartwatch. Catégorie Wearables.,3,0.5546592382860237,-0.18897602322528367,0.33639090397324717
76,HP Tablettes Android Tablet Max,8,2,-0.733079708606972,169,3.9,2024-05-15 10:25:45.743084,Élégant HP Tablettes Android Tablet Max. Design moderne. Idéal pour android tablet. Catégorie Tablettes.,3,0.7765229336004332,0.20306393537992434,0.33639090397324717
77,Samsung Photo Objectif Standard,5,21,3.5708470734193165,346,3.9,2025-05-30 10:25:45.743084,Innovant Samsung Photo Objectif Standard. Connectivité avancée. Idéal pour objectif. Catégorie Photo.,3,-0.6655910859432285,0.8807925872240341,0.33639090397324717
78,LG Photo Drone Plus,5,13,2.0873295699917236,293,3.6,2025-07-25 10:25:45.743084,Révolutionnaire LG Photo Drone Plus. Longue autonomie. Idéal pour drone. Catégorie Photo.,3,0.11093184765720475,0.4729287379241853,0.8877740237469325
79,Asus Ordinateurs Laptop Lite,4,18,1.9439369659015324,409,4.7,2025-04-26 10:25:45.743084,Premium Asus Ordinateurs Laptop Lite. Haute performance. Idéal pour laptop. Catégorie Ordinateurs.,3,-1.331182171886457,-1.4026316397584278,1.8067458900364084
80,Asus Tablettes Android Tablet Plus,8,2,-0.661829354722745,226,3.6,2025-05-02 10:25:45.743084,Polyvalent Asus Tablettes Android Tablet Plus. Connectivité avancée. Idéal pour android tablet. Catégorie Tablettes.,3,0.6655910859432285,0.7109880458828725,0.2313655478258789
81,Acer Ordinateurs Laptop Max,4,18,2.052738181967987,314,3.9,2025-05-22 10:25:45.743084,Compact Acer Ordinateurs Laptop Max. Design moderne. Idéal pour laptop. Catégorie Ordinateurs.,3,-1.1093184765720474,-0.12954443375587713,0.8877740237469325
82,Sony Composants Processeur Lite,2,23,0.3524797371727997,126,3.6,2024-02-29 10:25:45.743084,Innovant Sony Composants Processeur Lite. Connectivité avancée. Idéal pour processeur. Catégorie Composants.,3,3.2170235820589377,-0.4357299643134524,0.7564923285627221
83,Sony Ordinateurs Workstation Pro,4,33,0.9731686308035183,467,4.7,2025-01-05 10:25:45.743084,Performant Sony Ordinateurs Workstation Pro. Interface intuitive. Idéal pour workstation. Catégorie Ordinateurs.,3,-1.1093184765720474,-0.7832919179193489,0.8877740237469325
84,Samsung Accessoires Housse Standard,0,16,-0.862151295621998,279,3.6,2025-02-18 10:25:45.743084,Premium Samsung Accessoires Housse Standard. Interface intuitive. Idéal pour housse. Catégorie Accessoires.,3,-0.6655910859432285,-0.3078392021640968,-1.2564936642618445
85,Samsung Gaming Jeux Pro,3,17,-0.7256506176543207,366,4.0,2024-01-22 10:25:45.743084,Innovant Samsung Gaming Jeux Pro. Design moderne. Idéal pour jeux. Catégorie Gaming.,3,0.2218636953144095,-0.07925616574330217,0.27512611288728234
86,Lenovo Smartphones iPhone Plus,7,35,0.46923707383656876,20,4.4,2024-03-03 10:25:45.743084,Puissant Lenovo Smartphones iPhone Plus. Haute performance. Idéal pour iphone. Catégorie Smartphones.,3,0.0,-1.5677888989155153,0.8877740237469325
87,Apple Accessoires Clavier Plus,0,10,-0.8373606319518956,315,4.1,2024-03-18 10:25:45.743084,Élégant Apple Accessoires Clavier Plus. Interface intuitive. Idéal pour clavier. Catégorie Accessoires.,3,2.10770510548689,-0.5748506910846188,0.33639090397324717
88,Samsung Audio Casque Bluetooth Lite,1,9,-0.8974622818144087,245,3.9,2023-11-22 10:25:45.743084,Premium Samsung Audio Casque Bluetooth Lite. Longue autonomie. Idéal pour casque bluetooth. Catégorie Audio.,0,-0.2218636953144095,0.6331609644348404,-0.29376123291096506
89,HP Smartphones Feature Phone Pro,7,15,-0.7411979921718748,89,3.9,2025-03-10 10:25:45.743084,Révolutionnaire HP Smartphones Feature Phone Pro. Interface intuitive. Idéal pour feature phone. Catégorie Smartphones.,3,1.4421140195436617,1.2298352555364216,-0.6438457534021944
90,Apple Gaming PC Gaming Standard,3,22,-0.6761605069833846,403,4.7,2024-10-26 10:25:45.743084,Révolutionnaire Apple Gaming PC Gaming Standard. Haute performance. Idéal pour pc gaming. Catégorie Gaming.,3,-0.11093184765720475,0.04389877632830922,0.5814500683171065
91,LG Smartphones Feature Phone Lite,7,15,0.03411329105454353,5,5.0,2024-09-19 10:25:45.743084,Polyvalent LG Smartphones Feature Phone Lite. Haute performance. Idéal pour feature phone. Catégorie Smartphones.,3,1.2202503242292522,0.4813343629214656,0.33639090397324717
92,Asus Smartphones iPhone Standard,7,35,0.040204537524589114,450,4.0,2024-11-10 10:25:45.743084,Puissant Asus Smartphones iPhone Standard. Haute performance. Idéal pour iphone. Catégorie Smartphones.,3,-0.2218636953144095,0.6331609644348404,-0.7663753355741241
93,Acer Accessoires Cable Max,0,5,-0.8651513105223864,265,3.6,2024-03-26 10:25:45.743084,Innovant Acer Accessoires Cable Max. Connectivité avancée. Idéal pour cable. Catégorie Accessoires.,3,-0.887454781257638,1.022296371675002,1.1940979791767583
94,Apple Accessoires Souris Max,0,28,-0.9022967652856428,395,3.6,2025-01-30 10:25:45.743084,Puissant Apple Accessoires Souris Max. Longue autonomie. Idéal pour souris. Catégorie Accessoires.,0,-0.887454781257638,-0.845553583077775,-0.03119784254254351
95,HP Smart Home Thermostat Standard,6,30,-0.6783193014894074,96,4.6,2025-07-08 10:25:45.743084,Performant HP Smart Home Thermostat Standard. Interface intuitive. Idéal pour thermostat. Catégorie Smart Home.,3,1.5530458672008665,-0.865010353439783,-0.4906837756872815
96,Samsung Wearables Lunettes AR Pro,9,19,-0.503862353920531,149,4.3,2025-04-23 10:25:45.743084,Performant Samsung Wearables Lunettes AR Pro. Longue autonomie. Idéal pour lunettes ar. Catégorie Wearables.,3,1.4421140195436617,-0.845553583077775,1.8067458900364084
97,HP Accessoires Souris Lite,0,28,-0.9576348779752416,445,4.7,2024-10-20 10:25:45.743084,Premium HP Accessoires Souris Lite. Longue autonomie. Idéal pour souris. Catégorie Accessoires.,1,-1.1093184765720474,-0.7832919179193489,-1.2564936642618445
98,Samsung Tablettes iPad Lite,8,34,-0.5188826987934222,444,4.5,2024-04-29 10:25:45.743084,Innovant Samsung Tablettes iPad Lite. Design moderne. Idéal pour ipad. Catégorie Tablettes.,3,0.2218636953144095,0.42362651438244553,-2.1754655305513206
99,Apple Tablettes Android Tablet Max,8,2,-0.7628872890868457,79,4.9,2024-09-11 10:25:45.743084,Innovant Apple Tablettes Android Tablet Max. Longue autonomie. Idéal pour android tablet. Catégorie Tablettes.,3,0.11093184765720475,-1.5780437614121974,-0.03119784254254351
100,Asus Smartphones Feature Phone Lite,7,15,0.41721316679706133,16,4.8,2023-12-04 10:25:45.743084,Compact Asus Smartphones Feature Phone Lite. Longue autonomie. Idéal pour feature phone. Catégorie Smartphones.,3,-2.10770510548689,2.9704839588902643,1.1940979791767583
101,Sony Accessoires Cable Pro,0,5,-0.821722040765073,137,4.7,2024-03-05 10:25:45.743084,Polyvalent Sony Accessoires Cable Pro. Design moderne. Idéal pour cable. Catégorie Accessoires.,3,-0.9983866289148428,1.7360276551984208,-0.03119784254254351
102,Acer Gaming Manette Max,3,20,1.0484426533210367,139,4.2,2024-06-19 10:25:45.743084,Révolutionnaire Acer Gaming Manette Max. Design moderne. Idéal pour manette. Catégorie Gaming.,3,0.33279554297161423,1.3629734074475213,0.17301812774400596
103,Asus Tablettes Windows Tablet Pro,8,32,-0.4979130000471255,338,4.0,2024-03-15 10:25:45.743084,Innovant Asus Tablettes Windows Tablet Pro. Interface intuitive. Idéal pour windows tablet. Catégorie Tablettes.,3,1.6639777148580712,0.7253561224578942,-0.5825809623162288
104,Samsung Smartphones iPhone Max,7,35,0.38866234931599897,39,4.3,2024-03-29 10:25:45.743084,Puissant Samsung Smartphones iPhone Max. Connectivité avancée. Idéal pour iphone. Catégorie Smartphones.,3,-1.2202503242292522,3.273295035095015,-0.4906837756872815
