user_id,age,gender,location,registration_date,activity_level
91,30,F,75,2024-04-20 10:25:45.743084,1
92,37,F,59,2025-02-20 10:25:45.743084,3
93,24,M,75,2024-11-27 10:25:45.743084,2
94,27,F,31,2024-08-07 10:25:45.743084,3
95,26,F,75,2025-08-21 10:25:45.743084,1
96,18,F,59,2025-10-09 10:25:45.743084,3
97,32,F,67,2025-05-28 10:25:45.743084,4
98,32,F,31,2024-06-16 10:25:45.743084,1
99,30,F,35,2025-10-06 10:25:45.743084,2
100,28,F,44,2024-10-02 10:25:45.743084,3
101,18,F,44,2024-01-01 10:25:45.743084,3
102,26,M,67,2024-06-26 10:25:45.743084,3
103,27,M,67,2023-12-07 10:25:45.743084,3
104,23,F,35,2024-09-23 10:25:45.743084,2
105,28,M,13,2024-12-19 10:25:45.743084,2
106,33,M,44,2024-08-05 10:25:45.743084,1
107,45,F,13,2024-01-11 10:25:45.743084,1
108,31,M,31,2024-06-08 10:25:45.743084,3
109,32,F,44,2025-06-07 10:25:45.743084,1
110,29,F,35,2024-09-22 10:25:45.743084,4
111,18,Other,67,2024-06-09 10:25:45.743084,4
112,29,F,31,2025-09-06 10:25:45.743084,4
113,30,M,75,2025-03-30 10:25:45.743084,4
114,49,F,67,2024-12-14 10:25:45.743084,2
115,28,F,75,2025-08-24 10:25:45.743084,4
116,32,Other,59,2025-02-16 10:25:45.743084,1
117,29,M,75,2024-03-30 10:25:45.743084,1
118,20,M,69,2024-08-02 10:25:45.743084,3
119,39,F,67,2024-03-26 10:25:45.743084,1
120,36,M,75,2024-07-14 10:25:45.743084,5
121,36,F,31,2025-06-01 10:25:45.743084,3
122,22,M,69,2025-05-09 10:25:45.743084,3
123,41,M,67,2024-07-31 10:25:45.743084,1
124,18,M,67,2025-06-25 10:25:45.743084,3
125,34,M,13,2025-01-16 10:25:45.743084,1
126,47,F,75,2025-06-24 10:25:45.743084,4
127,22,F,59,2024-12-17 10:25:45.743084,1
128,25,M,69,2024-11-09 10:25:45.743084,3
129,30,F,59,2024-06-16 10:25:45.743084,1
130,25,M,75,2024-03-25 10:25:45.743084,1
131,18,F,75,2025-04-09 10:25:45.743084,2
132,30,M,59,2025-03-24 10:25:45.743084,1
133,21,F,13,2024-02-06 10:25:45.743084,3
134,33,F,67,2023-12-23 10:25:45.743084,1
135,22,F,75,2024-02-25 10:25:45.743084,2
136,42,F,13,2024-04-09 10:25:45.743084,3
137,23,F,67,2025-08-08 10:25:45.743084,1
138,27,Other,31,2024-04-16 10:25:45.743084,2
139,36,F,34,2025-10-01 10:25:45.743084,4
140,20,F,75,2025-01-10 10:25:45.743084,1
141,31,F,33,2025-07-07 10:25:45.743084,1
142,40,M,34,2024-01-09 10:25:45.743084,2
143,18,F,69,2024-12-03 10:25:45.743084,2
144,31,M,35,2024-11-29 10:25:45.743084,2
145,32,F,33,2025-07-07 10:25:45.743084,2
146,36,F,69,2025-02-26 10:25:45.743084,3
147,20,F,33,2025-04-29 10:25:45.743084,1
148,19,M,33,2024-07-19 10:25:45.743084,2
149,34,M,75,2025-05-24 10:25:45.743084,2
150,32,F,31,2023-11-16 10:25:45.743084,3
151,32,F,69,2025-10-01 10:25:45.743084,5
152,32,M,31,2024-03-01 10:25:45.743084,2
153,24,M,34,2025-10-03 10:25:45.743084,5
154,31,F,44,2025-05-07 10:25:45.743084,2
155,32,F,67,2024-08-04 10:25:45.743084,1
156,24,M,13,2025-08-22 10:25:45.743084,1
157,44,M,31,2024-10-18 10:25:45.743084,2
158,33,M,35,2024-02-27 10:25:45.743084,2
159,20,Other,44,2024-08-31 10:25:45.743084,1
160,35,M,44,2025-01-23 10:25:45.743084,2
161,22,M,75,2024-04-14 10:25:45.743084,2
162,36,M,69,2025-02-11 10:25:45.743084,1
163,39,M,13,2023-11-08 10:25:45.743084,1
164,23,F,67,2024-07-31 10:25:45.743084,4
165,37,M,69,2025-03-31 10:25:45.743084,2
166,33,M,67,2024-05-05 10:25:45.743084,3
167,36,M,59,2025-04-07 10:25:45.743084,3
168,45,M,69,2024-02-21 10:25:45.743084,2
169,28,M,44,2025-08-06 10:25:45.743084,1
170,23,F,35,2024-09-05 10:25:45.743084,2
171,22,F,67,2025-08-20 10:25:45.743084,3
172,23,F,75,2025-04-07 10:25:45.743084,2
173,29,F,69,2025-07-20 10:25:45.743084,1
174,32,F,69,2024-05-26 10:25:45.743084,1
175,32,M,75,2024-04-09 10:25:45.743084,4
176,36,F,33,2024-11-21 10:25:45.743084,2
177,30,F,67,2024-04-18 10:25:45.743084,3
178,41,F,69,2025-05-10 10:25:45.743084,2
179,27,F,34,2025-05-01 10:25:45.743084,4
180,51,M,59,2023-11-05 10:25:45.743084,2
181,35,F,69,2025-07-10 10:25:45.743084,2
182,23,F,75,2024-10-01 10:25:45.743084,4
183,21,Other,34,2025-03-19 10:25:45.743084,3
184,33,M,67,2023-11-24 10:25:45.743084,1
185,28,M,59,2024-02-27 10:25:45.743084,1
186,35,M,75,2024-11-10 10:25:45.743084,3
187,33,F,13,2024-09-14 10:25:45.743084,4
188,29,M,75,2024-07-07 10:25:45.743084,2
189,23,M,33,2024-01-03 10:25:45.743084,3
190,18,Other,34,2024-07-08 10:25:45.743084,3
191,26,M,75,2025-06-07 10:25:45.743084,2
192,36,F,35,2024-01-24 10:25:45.743084,3
193,31,M,33,2024-01-31 10:25:45.743084,1
194,20,F,59,2025-03-16 10:25:45.743084,5
195,31,F,67,2024-01-14 10:25:45.743084,3
196,33,F,75,2025-05-03 10:25:45.743084,3
197,22,F,67,2024-03-12 10:25:45.743084,2
198,31,M,75,2024-03-15 10:25:45.743084,1
199,30,M,69,2025-09-10 10:25:45.743084,2
200,20,M,67,2025-03-05 10:25:45.743084,3
201,32,F,67,2025-05-20 10:25:45.743084,3
202,34,F,44,2024-04-22 10:25:45.743084,2
203,38,M,33,2024-08-02 10:25:45.743084,3
204,38,F,34,2025-04-28 10:25:45.743084,4
205,18,M,35,2025-07-18 10:25:45.743084,1
206,22,F,75,2025-01-11 10:25:45.743084,2
207,34,Other,35,2024-06-08 10:25:45.743084,3
208,34,M,44,2025-05-10 10:25:45.743084,2
209,34,F,31,2025-10-11 10:25:45.743084,3
210,60,M,31,2024-05-28 10:25:45.743084,2
211,34,F,44,2025-11-04 10:25:45.743084,5
212,39,F,67,2024-09-19 10:25:45.743084,1
213,37,M,44,2024-12-17 10:25:45.743084,2
214,35,M,67,2025-09-22 10:25:45.743084,1
215,27,M,75,2025-08-31 10:25:45.743084,1
216,36,F,34,2024-11-21 10:25:45.743084,2
217,23,F,35,2025-01-26 10:25:45.743084,1
218,28,M,59,2025-04-17 10:25:45.743084,5
219,26,F,33,2025-02-09 10:25:45.743084,4
220,30,F,33,2024-03-07 10:25:45.743084,2
221,48,M,67,2024-07-15 10:25:45.743084,3
222,18,M,35,2024-06-22 10:25:45.743084,2
223,35,F,75,2024-01-09 10:25:45.743084,4
224,18,F,35,2024-10-16 10:25:45.743084,3
225,26,M,31,2023-11-26 10:25:45.743084,1
226,38,M,13,2025-06-29 10:25:45.743084,3
227,30,M,67,2025-05-25 10:25:45.743084,3
228,21,F,31,2024-06-27 10:25:45.743084,2
229,24,M,35,2025-06-29 10:25:45.743084,4
230,35,M,13,2024-06-17 10:25:45.743084,4
231,24,F,75,2023-11-12 10:25:45.743084,2
232,31,F,44,2024-01-16 10:25:45.743084,3
233,30,M,75,2025-10-29 10:25:45.743084,5
234,24,M,34,2025-08-12 10:25:45.743084,1
235,47,F,13,2024-01-04 10:25:45.743084,2
236,35,M,31,2024-06-26 10:25:45.743084,1
237,18,M,75,2024-01-13 10:25:45.743084,4
238,31,F,13,2023-12-07 10:25:45.743084,3
239,24,M,35,2024-10-08 10:25:45.743084,1
240,36,F,75,2024-01-16 10:25:45.743084,5
241,23,F,59,2025-04-14 10:25:45.743084,3
242,29,M,67,2024-07-05 10:25:45.743084,4
243,34,M,59,2024-08-16 10:25:45.743084,1
244,36,F,35,2025-09-20 10:25:45.743084,2
245,20,F,75,2025-03-16 10:25:45.743084,3
246,27,F,13,2024-06-11 10:25:45.743084,2
247,26,F,67,2025-05-10 10:25:45.743084,3
248,24,M,34,2024-03-19 10:25:45.743084,4
249,44,F,59,2025-06-11 10:25:45.743084,2
250,33,M,59,2025-06-17 10:25:45.743084,4
251,19,M,31,2025-03-03 10:25:45.743084,1
252,37,M,75,2024-07-10 10:25:45.743084,1
253,46,M,35,2025-03-03 10:25:45.743084,1
254,38,F,59,2024-12-25 10:25:45.743084,2
255,18,M,31,2024-05-17 10:25:45.743084,2
256,26,M,67,2024-02-09 10:25:45.743084,4
257,40,M,69,2024-02-12 10:25:45.743084,3
258,24,F,13,2025-09-09 10:25:45.743084,2
259,33,F,67,2025-01-19 10:25:45.743084,3
260,36,M,35,2024-11-01 10:25:45.743084,1
261,22,M,44,2025-01-11 10:25:45.743084,1
262,29,M,75,2024-12-29 10:25:45.743084,3
263,18,F,13,2025-02-25 10:25:45.743084,3
264,21,F,59,2023-12-30 10:25:45.743084,3
265,27,F,69,2025-09-24 10:25:45.743084,2
266,20,F,35,2025-09-04 10:25:45.743084,3
267,43,M,67,2025-08-27 10:25:45.743084,3
268,18,F,35,2024-02-13 10:25:45.743084,5
269,26,F,69,2024-01-06 10:25:45.743084,1
270,31,M,35,2024-12-21 10:25:45.743084,3
271,41,M,69,2024-10-17 10:25:45.743084,3
272,18,F,75,2024-02-24 10:25:45.743084,5
273,39,F,75,2024-07-16 10:25:45.743084,1
274,30,M,69,2024-05-19 10:25:45.743084,2
275,22,F,67,2024-05-17 10:25:45.743084,2
276,33,F,13,2025-05-07 10:25:45.743084,2
277,31,M,13,2025-02-06 10:25:45.743084,1
278,25,M,67,2024-03-27 10:25:45.743084,1
279,30,M,75,2025-01-10 10:25:45.743084,3
280,26,F,35,2024-05-10 10:25:45.743084,2
281,30,M,69,2024-08-16 10:25:45.743084,1
282,35,M,75,2025-02-20 10:25:45.743084,2
283,42,F,67,2024-07-17 10:25:45.743084,1
284,20,F,75,2024-01-21 10:25:45.743084,5
285,47,M,33,2025-01-31 10:25:45.743084,3
286,18,M,13,2025-05-21 10:25:45.743084,4
287,28,F,75,2024-02-13 10:25:45.743084,2
288,34,F,75,2023-12-26 10:25:45.743084,4
289,32,F,75,2025-09-02 10:25:45.743084,2
290,25,M,75,2025-05-11 10:25:45.743084,3
291,28,F,34,2023-11-20 10:25:45.743084,2
292,26,F,44,2024-02-08 10:25:45.743084,3
293,25,F,69,2024-07-04 10:25:45.743084,3
294,36,F,31,2024-04-23 10:25:45.743084,1
295,32,M,67,2024-12-25 10:25:45.743084,1
296,24,M,67,2025-03-16 10:25:45.743084,3
297,37,F,34,2025-03-11 10:25:45.743084,2
298,32,F,67,2024-06-10 10:25:45.743084,1
299,36,F,69,2024-12-19 10:25:45.743084,2
300,35,M,69,2024-01-04 10:25:45.743084,2
301,23,F,33,2024-04-21 10:25:45.743084,4
302,25,F,59,2024-11-27 10:25:45.743084,1
303,35,M,44,2023-11-07 10:25:45.743084,2
304,34,M,31,2024-12-08 10:25:45.743084,4
305,29,F,67,2024-08-02 10:25:45.743084,3
306,30,F,35,2025-02-12 10:25:45.743084,1
307,40,F,31,2024-08-23 10:25:45.743084,4
308,25,F,34,2025-01-11 10:25:45.743084,2
309,34,M,13,2025-10-18 10:25:45.743084,2
310,28,M,75,2025-05-27 10:25:45.743084,5
311,28,F,69,2025-09-12 10:25:45.743084,4
312,38,F,31,2025-03-17 10:25:45.743084,2
313,36,F,75,2024-04-11 10:25:45.743084,1
314,36,F,35,2024-05-17 10:25:45.743084,2
315,40,M,69,2024-09-03 10:25:45.743084,1
316,30,F,33,2024-06-14 10:25:45.743084,1
317,35,M,75,2024-01-03 10:25:45.743084,2
318,27,M,75,2025-06-20 10:25:45.743084,4
319,32,M,67,2025-05-13 10:25:45.743084,4
320,28,M,33,2024-01-06 10:25:45.743084,2
321,30,M,67,2024-09-21 10:25:45.743084,3
322,34,M,67,2024-01-02 10:25:45.743084,1
323,23,M,69,2023-12-26 10:25:45.743084,1
324,46,M,13,2025-06-25 10:25:45.743084,1
325,21,F,67,2025-03-07 10:25:45.743084,3
326,20,M,67,2025-04-02 10:25:45.743084,1
327,39,M,59,2025-05-01 10:25:45.743084,4
328,36,F,35,2024-04-14 10:25:45.743084,3
329,34,F,35,2024-01-02 10:25:45.743084,1
330,35,F,69,2025-04-08 10:25:45.743084,1
331,29,M,33,2024-01-26 10:25:45.743084,3
332,22,F,35,2024-05-13 10:25:45.743084,4
333,30,M,59,2024-01-14 10:25:45.743084,3
334,24,M,75,2025-07-06 10:25:45.743084,2
335,37,M,69,2024-01-13 10:25:45.743084,3
336,28,F,75,2025-09-26 10:25:45.743084,2
337,23,M,13,2024-07-02 10:25:45.743084,5
338,27,M,67,2024-12-22 10:25:45.743084,3
339,33,M,75,2024-03-06 10:25:45.743084,3
340,25,F,13,2025-06-10 10:25:45.743084,2
341,23,F,69,2024-07-14 10:25:45.743084,3
342,31,M,33,2025-06-19 10:25:45.743084,2
343,31,F,44,2025-07-05 10:25:45.743084,1
344,25,F,13,2023-12-15 10:25:45.743084,2
345,26,F,75,2025-07-31 10:25:45.743084,4
346,31,M,13,2024-01-27 10:25:45.743084,3
347,18,F,44,2025-01-07 10:25:45.743084,1
348,18,M,13,2025-09-08 10:25:45.743084,4
349,24,F,67,2025-06-24 10:25:45.743084,1
350,28,M,31,2025-06-05 10:25:45.743084,1
351,32,M,75,2025-04-23 10:25:45.743084,1
352,41,M,34,2024-09-23 10:25:45.743084,3
353,36,F,69,2024-07-29 10:25:45.743084,2
354,28,M,59,2024-06-01 10:25:45.743084,2
355,29,F,13,2025-09-20 10:25:45.743084,3
356,21,M,33,2024-09-21 10:25:45.743084,2
357,29,F,34,2024-07-06 10:25:45.743084,3
358,27,F,67,2024-08-02 10:25:45.743084,1
359,32,F,13,2024-12-14 10:25:45.743084,3
360,23,F,69,2024-03-18 10:25:45.743084,3
361,34,F,31,2025-09-22 10:25:45.743084,3
362,42,M,67,2025-08-26 10:25:45.743084,2
363,29,F,67,2024-09-07 10:25:45.743084,3
364,33,M,75,2025-02-15 10:25:45.743084,1
365,35,F,75,2024-09-23 10:25:45.743084,4
366,26,F,44,2024-01-18 10:25:45.743084,1
367,31,M,75,2023-11-14 10:25:45.743084,1
368,30,M,69,2025-02-16 10:25:45.743084,3
369,30,M,75,2025-08-02 10:25:45.743084,3
370,23,F,59,2025-06-03 10:25:45.743084,1
371,30,F,67,2024-02-15 10:25:45.743084,4
372,33,F,67,2024-01-19 10:25:45.743084,5
373,41,F,69,2025-05-08 10:25:45.743084,3
374,37,F,33,2024-06-10 10:25:45.743084,2
375,47,M,67,2025-04-06 10:25:45.743084,3
376,23,M,75,2024-08-02 10:25:45.743084,2
377,36,F,59,2024-03-19 10:25:45.743084,2
378,31,F,31,2024-10-27 10:25:45.743084,4
379,47,F,13,2024-01-14 10:25:45.743084,5
380,23,M,31,2024-07-12 10:25:45.743084,4
381,23,M,75,2024-11-17 10:25:45.743084,1
382,25,M,59,2024-08-22 10:25:45.743084,1
383,18,M,13,2024-04-14 10:25:45.743084,1
384,25,M,69,2025-01-26 10:25:45.743084,2
385,23,F,75,2025-05-14 10:25:45.743084,2
386,31,M,67,2025-10-25 10:25:45.743084,2
387,32,F,44,2024-09-09 10:25:45.743084,3
388,45,M,33,2025-07-23 10:25:45.743084,3
389,37,F,33,2025-09-04 10:25:45.743084,3
390,25,M,31,2025-04-29 10:25:45.743084,4
391,22,M,75,2023-11-13 10:25:45.743084,1
392,33,M,34,2025-09-18 10:25:45.743084,1
393,19,Other,75,2025-05-25 10:25:45.743084,3
394,44,F,75,2024-09-06 10:25:45.743084,2
395,39,M,34,2025-09-14 10:25:45.743084,3
396,26,M,13,2024-02-19 10:25:45.743084,1
397,18,F,69,2024-03-21 10:25:45.743084,1
398,40,M,31,2024-08-01 10:25:45.743084,3
399,29,M,31,2024-03-02 10:25:45.743084,4
400,39,F,34,2024-02-22 10:25:45.743084,4
401,18,F,59,2025-05-24 10:25:45.743084,2
402,25,M,59,2024-04-12 10:25:45.743084,2
403,30,M,34,2024-08-09 10:25:45.743084,4
404,30,F,13,2024-08-19 10:25:45.743084,2
405,26,M,69,2025-07-16 10:25:45.743084,2
406,34,M,31,2024-06-07 10:25:45.743084,4
407,21,F,69,2024-10-21 10:25:45.743084,3
408,28,F,67,2024-05-31 10:25:45.743084,4
409,30,M,35,2025-10-08 10:25:45.743084,1
410,34,Other,75,2025-08-15 10:25:45.743084,2
411,35,F,75,2024-08-01 10:25:45.743084,4
412,21,M,75,2025-04-05 10:25:45.743084,1
413,18,Other,13,2025-03-19 10:25:45.743084,3
414,40,M,75,2024-07-19 10:25:45.743084,1
415,32,M,44,2023-12-27 10:25:45.743084,4
416,24,F,67,2024-02-07 10:25:45.743084,3
417,42,M,34,2025-08-15 10:25:45.743084,1
418,30,M,13,2025-01-11 10:25:45.743084,2
419,39,M,69,2024-08-14 10:25:45.743084,3
420,30,M,44,2023-12-20 10:25:45.743084,3
421,46,F,35,2023-11-08 10:25:45.743084,2
422,44,F,35,2024-10-11 10:25:45.743084,4
423,28,Other,67,2024-03-17 10:25:45.743084,2
424,37,M,44,2025-08-18 10:25:45.743084,2
425,35,M,59,2024-07-30 10:25:45.743084,1
426,40,M,75,2024-04-18 10:25:45.743084,4
427,22,M,33,2025-01-30 10:25:45.743084,1
428,35,M,13,2025-05-22 10:25:45.743084,2
429,38,F,31,2025-10-27 10:25:45.743084,4
430,18,F,59,2025-01-15 10:25:45.743084,1
431,20,Other,13,2025-06-01 10:25:45.743084,2
432,18,M,75,2023-11-14 10:25:45.743084,1
433,27,F,75,2024-02-27 10:25:45.743084,3
434,35,M,75,2024-01-21 10:25:45.743084,3
435,42,M,75,2025-10-12 10:25:45.743084,4
436,30,F,75,2024-04-05 10:25:45.743084,4
437,43,F,13,2025-05-16 10:25:45.743084,3
438,18,M,13,2023-12-11 10:25:45.743084,3
439,18,M,67,2024-11-17 10:25:45.743084,2
440,29,M,69,2025-06-23 10:25:45.743084,2
441,33,F,75,2025-05-23 10:25:45.743084,3
442,29,M,44,2024-04-04 10:25:45.743084,4
443,18,Other,67,2025-01-18 10:25:45.743084,2
444,29,M,59,2024-03-14 10:25:45.743084,2
445,19,M,13,2023-12-17 10:25:45.743084,2
446,35,F,33,2024-09-15 10:25:45.743084,2
447,32,F,34,2024-11-12 10:25:45.743084,1
448,22,M,34,2023-12-15 10:25:45.743084,2
449,25,F,59,2024-11-05 10:25:45.743084,2
450,21,F,67,2024-06-07 10:25:45.743084,3
451,29,F,67,2025-10-03 10:25:45.743084,2
452,37,F,33,2024-07-17 10:25:45.743084,3
453,22,F,31,2025-09-17 10:25:45.743084,4
454,34,F,59,2024-02-18 10:25:45.743084,5
455,25,F,35,2024-11-01 10:25:45.743084,3
456,23,M,75,2025-05-31 10:25:45.743084,1
457,29,M,67,2024-12-25 10:25:45.743084,5
458,21,M,75,2025-08-01 10:25:45.743084,3
459,25,M,31,2024-04-11 10:25:45.743084,2
460,20,M,67,2024-07-04 10:25:45.743084,1
461,45,Other,13,2024-04-19 10:25:45.743084,1
462,30,M,31,2024-05-04 10:25:45.743084,1
463,24,M,75,2024-12-31 10:25:45.743084,1
464,31,F,69,2023-11-30 10:25:45.743084,4
465,29,M,75,2024-05-06 10:25:45.743084,2
466,28,M,69,2024-10-10 10:25:45.743084,3
467,34,M,69,2024-12-30 10:25:45.743084,4
468,36,M,67,2025-09-20 10:25:45.743084,3
469,25,M,67,2024-07-16 10:25:45.743084,4
470,25,F,75,2024-08-04 10:25:45.743084,5
471,27,F,34,2024-04-16 10:25:45.743084,2
472,18,M,75,2025-10-23 10:25:45.743084,5
473,18,M,75,2024-02-23 10:25:45.743084,3
474,40,M,75,2024-11-30 10:25:45.743084,1
475,43,F,67,2023-12-14 10:25:45.743084,3
476,28,M,67,2025-02-28 10:25:45.743084,3
477,34,M,75,2024-06-19 10:25:45.743084,4
478,32,F,75,2024-05-27 10:25:45.743084,2
479,54,M,13,2025-02-18 10:25:45.743084,3
480,38,M,44,2024-10-28 10:25:45.743084,1
481,28,M,33,2024-09-12 10:25:45.743084,2
482,22,F,13,2024-06-25 10:25:45.743084,1
483,18,F,34,2024-06-20 10:25:45.743084,2
484,31,F,69,2023-11-29 10:25:45.743084,4
485,23,F,67,2025-09-10 10:25:45.743084,1
486,18,F,59,2024-05-20 10:25:45.743084,2
487,24,Other,31,2024-12-17 10:25:45.743084,1
488,21,Other,35,2024-10-06 10:25:45.743084,1
489,43,M,35,2024-08-16 10:25:45.743084,2
490,37,F,13,2024-01-15 10:25:45.743084,1
491,29,M,69,2024-08-16 10:25:45.743084,3
492,41,M,67,2024-10-29 10:25:45.743084,1
493,30,F,75,2025-08-22 10:25:45.743084,1
494,23,M,75,2025-04-09 10:25:45.743084,2
495,42,F,31,2024-12-18 10:25:45.743084,3
496,34,M,35,2025-09-30 10:25:45.743084,1
497,21,F,34,2025-05-07 10:25:45.743084,3
498,28,F,67,2024-10-09 10:25:45.743084,4
499,22,F,44,2023-12-03 10:25:45.743084,3
500,18,M,75,2024-03-02 10:25:45.743084,1
501,37,M,33,2024-07-29 10:25:45.743084,3
502,45,F,34,2024-05-05 10:25:45.743084,3
503,18,M,75,2025-06-21 10:25:45.743084,1
504,34,Other,75,2024-08-02 10:25:45.743084,4
505,24,F,75,2023-12-14 10:25:45.743084,4
506,26,M,33,2024-02-24 10:25:45.743084,4
507,25,M,67,2025-07-07 10:25:45.743084,4
508,23,M,59,2025-01-22 10:25:45.743084,3
509,30,F,67,2024-10-23 10:25:45.743084,3
510,23,M,75,2024-09-21 10:25:45.743084,3
511,32,M,67,2025-01-24 10:25:45.743084,4
512,29,M,35,2025-07-17 10:25:45.743084,3
513,28,F,69,2025-04-11 10:25:45.743084,2
514,22,M,67,2024-03-02 10:25:45.743084,2
515,25,M,13,2024-12-03 10:25:45.743084,4
516,36,F,67,2025-06-17 10:25:45.743084,1
517,34,F,67,2024-05-17 10:25:45.743084,3
518,22,F,34,2024-07-22 10:25:45.743084,5
519,30,M,33,2023-12-20 10:25:45.743084,3
520,36,M,75,2025-10-30 10:25:45.743084,5
521,18,F,44,2025-01-24 10:25:45.743084,3
522,34,M,69,2023-11-06 10:25:45.743084,1
523,24,F,35,2025-04-20 10:25:45.743084,4
524,34,F,34,2025-05-09 10:25:45.743084,1
525,23,M,67,2025-10-08 10:25:45.743084,2
526,18,F,75,2025-09-21 10:25:45.743084,2
527,18,F,35,2024-05-24 10:25:45.743084,1
528,30,M,67,2024-11-11 10:25:45.743084,2
529,32,F,35,2025-01-19 10:25:45.743084,2
530,22,M,75,2024-01-15 10:25:45.743084,3
531,35,M,75,2025-09-15 10:25:45.743084,4
532,18,M,75,2024-10-08 10:25:45.743084,1
533,29,F,59,2025-08-04 10:25:45.743084,1
534,20,F,59,2024-09-21 10:25:45.743084,3
535,24,F,67,2025-09-14 10:25:45.743084,3
536,30,M,69,2024-03-11 10:25:45.743084,4
